Perturbed Key,Reason,Evidence,Category,Perturbation Type
[Missing perturbation 608],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 609],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 610],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 611],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 612],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 613],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 614],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 615],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 616],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 617],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 618],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 619],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 620],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 621],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 622],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 623],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 624],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 625],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 626],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 627],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 628],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 629],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 630],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 631],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 632],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 633],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 634],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 635],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 636],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 637],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 638],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 639],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 640],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 641],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 642],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 643],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 644],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 645],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 646],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 647],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 648],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 649],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 650],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 651],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 652],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 653],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 654],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 655],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 656],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 657],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 658],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 659],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 660],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 661],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 662],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 663],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 664],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 665],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 666],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 667],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 668],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 669],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 670],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 671],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 672],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 673],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 674],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 675],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 676],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 677],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 678],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 679],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 680],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 681],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 682],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 683],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 684],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 685],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 686],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 687],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 688],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 689],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 690],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 691],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 692],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 693],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 694],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 695],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 696],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 697],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 698],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 699],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 700],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 701],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 702],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 703],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 704],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 705],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 706],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 707],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 708],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 709],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 710],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 711],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 712],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 713],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 714],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 715],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 716],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 717],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 718],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 719],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 720],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 721],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 722],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 723],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 724],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 725],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 726],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 727],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 728],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 729],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 730],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 731],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 732],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 733],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 734],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 735],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 736],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 737],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 738],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 739],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 740],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 741],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 742],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 743],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 744],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 745],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 746],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 747],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 748],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 749],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 750],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 751],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
[Missing perturbation 752],Perturbation generation or extraction failed completely,Not found in extraction results JSON,Generation/Extraction Failure,unknown
